OBJECTID,pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,Shape_Length
1,U1040P1,U1040N4,U1040N5,1,1,,"Bus, Motol, Homolka, Strahov, Petřiny, U Waltrovky",,37.50794597017181
2,U1040P2,U1040N4,U1040N6,1,1,,"Křížová, Barrandov, Kovářka, Dívčí hrady",,50.84379235616552
3,U1040P3,U1040N4,U1040N7,1,1,,"Tram, Laurová, radlická, Palackého nám., Výtoň, Ulice Nádražní",,74.14762998441702
4,U1040P4,U1040N4,U1040N8,1,1,,"Za Ženskými domovy, Stroupežnického ulice",,80.6996672450956
5,U1040P5,U1040N4,U1040N9,1,1,,,,27.21882453768023
6,U1040P6,U1040S1E1,U1040N9,2,1,,,"Stroupežnického ulice, Ženské domovy",13.360357032731644
7,U1040P7,U1040S1E2,U1040N8,2,1,,,,13.590957716623693
8,U1040P8,U1040S1E3,U1040N7,2,1,,,,17.79282129410631
9,U1040P9,U1040S1E4,U1040N6,2,1,,,,18.046983554258876
10,U1040P10,U1040S1E5,U1040N5,2,1,,,,17.855822771710002
11,U1040P11,U1040N4,U1040N10,4,1,70,,"Bus, Motol, Homolka, Křížová, Barrandov, Strahov, Petřiny",75.7510789438031
12,U1040P12,U1040Z101P,U1040N10,1,1,,"Na Knížecí, terminál BUS",,71.09379555435025
13,U1040P13,U1040Z102P,U1040N10,1,1,,"Na Knížecí, terminál BUS",,70.65728316363824
14,U1040P14,U1040Z101P,U1040Z102P,1,1,,,,10.28246428631641
15,U1040P15,U1040N2,U1040Z101P,1,1,,,,48.54274981686311
16,U1040P16,U1040Z102P,U1040N2,1,1,,,,48.465594581566556
17,U1040P17,U1040N1,U1040N2,5,1,40,,,1.8596435996148084
18,U1040P18,U1040N1,U1040N3,1,1,35,,,14.852597050100977
19,U1040P19,U1040S1E7,U1040N3,5,1,60,,,1.3272899981904767
20,U1040P20,U1040S1E6,U1040N11,4,1,100,"Motol, Řepy, Radlice, Smíchov, Barrondov, Centrum, Dejvice",,75.489354620086
21,U1040P21,U1040N2,U1040N11,1,1,,"Anděl, ul. Plzeňská",,22.479974674398285
22,U1040P22,U1040N5,U1040S1E5,4,0,25,,,20.24009588733931
23,U1040P23,U1040N6,U1040S1E4,4,0,25,,,20.245518952930663
1,U157P1,U157Z101P,U157Z102P,1,1,,,,6.082762527089221e-5
2,U157P2,U157Z102P,U157N3,1,1,,"Výtah, Lift",,0.0006181423784117034
3,U157P3,U157Z101P,U157N3,1,1,,"Výtah, Lift",,0.0006212889827073918
4,U157P4,U157Z102P,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0.0006407027392200093
5,U157P5,U157Z101P,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0.0006363961030689218
6,U157P6,U157N1,U157N2,1,1,,,"Evropská, Arabská, Lift",0.0002745906043530635
8,U157P7,U157N4,U157N5,4,1,55,,,0.0009254188240492766
9,U157P8,U157N6,U157N9,1,1,,,,0.00020099751242965585
10,U157P9,U157N6,U157N8,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0.0001649242250219094
11,U157P10,U157N6,U157N7,1,1,,"Evropská ulice, Liberijská ulice, Kladenská ulice",,0.00015132745952407657
12,U157P11,U157S1E9,U157N8,2,1,,,"TRAM Červený vrch, Vozovna Vokovice",0.00020248456728760375
13,U157P12,U157S1E8,U157N8,2,1,,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",0.00019235384058911473
14,U157P13,U157S1E5,U157N7,2,1,,,Evropská,0.00021023796045327735
15,U157P14,U157S1E6,U157N7,3,1,,,"Liberijská, Kladenská, Africká",0.00037529235712293577
16,U157P15,U157S1E1,U157N1,2,1,,,,0.00010000000003174137
17,U157P16,U157S1E4,U157N2,1,1,,,,8.246211253852781e-5
18,U157P17,U157S1E11,U157N1,5,1,20,,,9.055385138500797e-5
19,U157P18,U157N2,U157S1E3,5,1,20,,"Evropská ulice, Lift",9.43398113354473e-5
20,U157P19,U157N2,U157N3,5,1,60,"Lift, Výtah","Lift,Výtah",6.000000001904482e-5
21,U157P20,U157N5,U157N9,1,1,,,,0.00017117242771234233
22,U157P21,U157S1E10,U157N9,2,1,,,"TRAM Dejvice, centrum",0.00016124515496074795
23,U157P22,U157S1E8,U157N8,5,1,,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",0.00019235384058911473
1,U602P1,U602Z101P,U602Z102P,1,1,,,,0.00010198039024848611
2,U602P2,U602Z101P,U602N1,1,1,,"Motol, Vypich, Anděl",,0.0007600657866406698
3,U602P3,U602Z102P,U602N1,1,1,,"Motol, Vypich, Anděl",,0.0007481310045791091
4,U602P4,U602Z101P,U602N2,1,1,,,,0.0007679192665964251
5,U602P5,U602Z102P,U602N2,1,1,,,,0.0007800640999501394
6,U602P6,U602S1E2,U602N3,1,1,,,"Nemocnice Motol, Vypich, Bavorská",0.00013416407861630944
7,U602P7,U602S1E1,U602N3,1,1,,,"Velká - Malá Ohrada, Nemocnice Na Homolce",0.00017029386367326208
8,U602P8,U602S1E8,U602N4,1,1,,,ulice Petržílkova,0.00013038404810620144
9,U602P9,U602S1E10,U602N4,1,1,,,"ulice Seydlerova, ulice Fingerova",0.00011045361017605392
10,U602P10,U602N2,U602N4,2,1,,"ulice Seydlerova, ulice Petržílkova",,0.0003214031735912441
11,U602P11,U602N1,U602N3,2,1,,"Velká Ohrada, Malá Ohrada, Jinonice, Anděl",,0.0003125699921764056
12,U602P12,U602S1E6,U602N4,2,1,,,zájezdová doprava,0.00027202941020672495
14,U602P13,U602N2,U602N4,5,1,,"ulice Seydlerova, ulice Petržílkova",,0.0003542837609142451
1,U897P1,U897N26,U897N30,1,1,72,,,79.69236375932762
2,U897P2,U897N29,U897N30,1,1,46,,,50.57980581145799
3,U897P3,U897N7,U897N29,1,1,7,,,7.4045951143357716
4,U897P4,U897N6,U897N7,5,1,30,,,0.688000001013279
5,U897P5,U897N2,U897N6,1,1,15,,,16.71930265431268
6,U897P6,U897N9,U897N10,2,1,37,,,17.661248177168773
7,U897P7,U897N11,U897N12,2,1,34,,,16.242852430419823
8,U897P8,U897N5,U897N8,5,1,30,,,0.742786118754632
9,U897P9,U897N9,U897N29,1,1,9,,,9.889837849852507
10,U897P10,U897N11,U897N29,1,1,26,,,28.97499348080026
11,U897P11,U897N8,U897N29,1,1,27,,,29.52708845423331
12,U897P12,U897N1,U897N12,1,1,9,,,9.74413291345416
13,U897P13,U897N2,U897N10,1,1,12,,,13.503191095306342
14,U897P14,U897N2,U897N27,1,1,8,,,8.853016172432884
15,U897P15,U897N27,U897Z101P,1,1,36,,,40.027889176862544
16,U897P16,U897S1E8,U897Z101P,1,1,41,,,45.730736589271984
17,U897P17,U897S1E7,U897Z101P,1,1,8,,,8.436003378026717
18,U897P18,U897N1,U897N28,1,1,10,,,10.618488885495166
19,U897P19,U897N4,U897N28,1,1,12,,,13.36376153874446
20,U897P20,U897N4,U897Z102P,1,1,34,,,37.44650927029502
21,U897P21,U897N3,U897Z102P,1,1,26,,,28.62740981441413
22,U897P22,U897N3,U897N25,1,1,11,,,12.638781076852954
23,U897P23,U897N24,U897N25,2,1,26,,,12.48035144103436
24,U897P24,U897N23,U897N4,1,1,11,,,12.74457462832832
25,U897P25,U897N22,U897N23,2,1,26,,,12.18229967178391
26,U897P26,U897N3,U897N4,1,1,55,,,60.86785686913358
27,U897P27,U897N23,U897N25,1,1,56,,,62.777552752013385
28,U897P28,U897N21,U897N23,1,1,61,,,67.57095480708
29,U897P29,U897N20,U897N21,2,1,27,,,12.967299885961555
30,U897P30,U897N4,U897N21,1,1,68,,,76.10052619481536
31,U897P31,U897N1,U897N4,1,1,14,,,15.550929836463787
32,U897P32,U897N1,U897N21,1,1,59,,,65.1551138787496
33,U897P33,U897N13,U897N20,1,1,12,,,13.353066231305506
34,U897P34,U897N15,U897N22,1,1,24,,,26.93331131707604
35,U897P35,U897N17,U897N24,1,1,9,,,9.780503485646774
36,U897P36,U897N1,U897N5,1,1,11,,,11.774182036357521
37,U897P37,U897Z102P,U897S1E2,1,1,32,,,35.61887761031262
38,U897P38,U897N28,U897S1E2,1,1,13,,,14.315735478671984
39,U897P39,U897N28,U897S1E3,1,1,10,,,11.434400015420053
40,U897P40,U897Z102P,U897S1E1,1,1,27,,,30.48313176997046
41,U897P41,U897N27,U897S1E9,1,1,7,,,7.8014253034836525
42,U897P42,U897N2,U897N31,1,1,4,,,4.027383132118659
43,U897P43,U897N28,U897Z102P,1,1,36,,,40.027889176862544
44,U897P44,U897N14,U897N22,1,1,48,,,53.555335660605
45,U897P45,U897N13,U897N14,1,1,21,,,23.83869770397441
46,U897P46,U897N14,U897N15,1,1,24,,,26.83644578353453
47,U897P47,U897N16,U897N32,1,1,17,,,18.956021965426242
48,U897P48,U897N16,U897N17,1,1,29,,,32.66435093808972
49,U897P49,U897N17,U897N18,1,1,27,,,30.55202759044448
50,U897P50,U897N18,U897N19,1,1,22,,,24.250387256588674
51,U897P51,U897N22,U897N32,1,1,3,,,3.134727516936452
1,U52P1,U52Z101P,U52Z102P,1,1,,,,7.211102550063775e-5
2,U52P2,U52Z102P,U52N1,1,1,,,,0.000617737808451017
3,U52P3,U52Z101P,U52N1,1,1,,,,0.0006276941930046818
4,U52P4,U52N2,U52N5,1,1,,,,9.055385137873067e-5
5,U52P5,U52N5,U52S1E8,1,1,,,Parkoviště P+R,0.0002751363298682708
6,U52P6,U52S1E7,U52N5,1,1,,,Obchodní centrum Chodov,0.00021023796044516605
7,U52P7,U52S1E5,U52N8,2,1,,,,0.00021954498398265708
8,U52P8,U52N5,U52N8,1,1,,"Starochodovská ulice, Chodov, Chodovská tvrz",,0.00033015148040309127
9,U52P9,U52S1E4,U52N7,2,1,,,"Písnice, Libuš, Sídliště, Poliklinika",0.0001360147051075417
10,U52P10,U52N1,U52N2,2,1,,,,0.00016552945358723538
13,U52P11,U52N1,U52N3,1,1,,,,4.999999998744897e-5
14,U52P12,U52N2,U52N6,1,1,,"Sídliště Chodov, Poliklinika,Bohdalec",,0.00024186773247284943
15,U52P13,U52S1E2,U52N7,5,1,,,,6.403124237245924e-5
16,U52P14,U52S1E6,U52N7,1,1,,,,3.6055512742436115e-5
17,U52P15,U52N7,U52N9,1,1,,,"Písnice, Libuš, Lhotka, Sídliště, Poliklinika",0.0005099019513427617
18,U52P16,U52N6,U52N9,1,1,,,,9.848857800016429e-5
19,U52P17,U52S1E3,U52N9,2,1,,,"Bohdalec, Vršovice, Knovízská, Měst. archiv",9.433981136557426e-5
20,U52P18,U52S1E1,U52N6,5,1,,,,0.00010816653824307386
21,U52P19,U52N3,U52N4,5,1,,,,4.472135948792752e-5
22,U52P20,U52N2,U52N4,1,1,,,,0.00015132745952407657
1,U321P1,U321S1E2,U321N1,2,1,,,,21.228900428286813
2,U321P2,U321S1E3,U321N2,2,1,,,,21.665038846321277
3,U321P3,U321S1E4,U321N3,2,1,,,,20.876513513047804
4,U321P4,U321N3,U321S1E4,4,0,44,,,22.931974769997368
5,U321P5,U321S1E5,U321N4,5,1,40,,,2.321860257747013
6,U321P6,U321S1E9,U321N5,2,1,,,,22.045319717930187
7,U321P7,U321S1E8,U321N6,5,1,40,,,2.9687029980842516
8,U321P8,U321N5,U321N6,1,1,,Lift Evropská,,13.651307319028552
9,U321P9,U321S1E7,U321N7,2,1,,,,19.094989211231432
10,U321P10,U321S1E6,U321N8,2,1,,,,18.194029793760855
11,U321P11,U321N7,U321N9,1,1,,,"Jugoslávských partyzánů, BUS",19.230564457932243
12,U321P12,U321N8,U321N9,1,1,,,"Vítězné náměstí, TRAM",41.60380981224832
13,U321P13,U321N10,U321N13,5,1,40,"Výtah, Lift","Výtah, Lift",2.1825000010430813
14,U321P14,U321N9,U321N10,1,1,,,,7.911482757410022
15,U321P15,U321N9,U321N14,2,1,,,Vítězné náměstí,14.469190322781227
16,U321P16,U321N11,U321N12,4,1,29,,"Evropská, vysoké školy",15.316120828638766
17,U321P17,U321N1,U321N11,1,1,,,"Sídliště Červený vrch, Bořislavka, Vokovice, Divoká šárka",32.261756518425386
18,U321P18,U321N2,U321N11,1,1,,,"Hradčanská, centum",32.578616694378105
19,U321P19,U321N3,U321N11,1,1,,,"ulice Evropská, Banskobystrická",32.70623898644628
20,U321P20,U321N4,U321N11,1,1,,,"ulice Evropská, Banskobystrická",32.2155842312233
21,U321P21,U321N5,U321N11,1,1,,TRAM Sídliště Červený vrch,"BUS Roztoky, Okoř",65.46591099125693
22,U321P22,U321N5,U321N9,1,1,,"Vítězné náměstí, Lift Metro A Dejvická","BUS Roztoky, Okoř",71.23881985995249
23,U321P23,U321S1E1,U321N15,2,1,,,,15.884562905714775
24,U321P24,U321N11,U321N15,1,1,,"ulice Šolínova, Evropská, areály vysokých škol",,23.66518933718445
25,U321P25,U321N13,U321N14,1,1,,,Vítězné náměstí,8.566374003922853
26,U321P26,U321N10,U321N11,1,1,,"ulice Šolínova, TRAM sídliště Červený vrch","Vítězné náměstí, Lift Metro A Dejvická",121.42425451282406
27,U321P27,U321N5,U321N10,1,1,,"Vítězné náměstí, Lift Metro A Dejvická","BUS Roztoky, Okoř",60.21698485384677
28,U321P28,U321Z101P,U321N12,1,1,,,,49.11896101320472
29,U321P29,U321Z101P,U321N14,1,1,,,,47.264029771499445
30,U321P30,U321Z102P,U321N12,1,1,,,,48.85855526382522
31,U321P31,U321Z102P,U321N14,1,1,,,,47.763742992014706
32,U321P32,U321Z102P,U321Z101P,1,1,,,,10.475674729182819
1,U1071P1,U1071S1E1,U1071Z102P,1,1,,,,0.0006977822009697623
2,U1071P2,U1071S1E1,U1071Z101P,1,1,,,,0.0006718630813032222
3,U1071P3,U1071Z101P,U1071Z102P,1,1,,,,0.00013152946433713465
1,U118P1,U118Z102P,U118N1,1,1,,,,0.0007138627319512131
2,U118P2,U118Z101P,U118N1,1,1,,,,0.0007324616031187532
3,U118P3,U118Z101P,U118Z102P,1,1,,,,8.544003747031562e-5
4,U118P4,U118N2,U118N3,1,1,,"Vinohradská, Jičínská ulice",,0.00020396078049697222
5,U118P5,U118N3,U118N4,1,1,,,,0.0002022374841653292
6,U118P6,U118S1E1,U118N2,2,1,,,"Olšanské náměstí, Jičínská ulice",0.00019697715604650117
7,U118P7,U118S1E3,U118N3,2,1,,,"Vinohradská třída, Olšanské hřbitovy",0.0002080865204304581
8,U118P8,U118S1E5,U118N3,2,1,,,"TRAM Náměstí Míru, Nusle",0.00028017851449674166
9,U118P9,U118S1E4,U118N3,2,1,,,"TRAM Ohrada, Palmovka",0.00029120439555434035
10,U118P10,U118S1E6,U118N4,2,1,,,"Vinohradská třída, Chrudimská ulice",0.00018110770276373863
11,U118P11,U118S1E2,U118N4,2,1,,,Jičínská ulice,0.00018110770276373863
12,U118P12,U118N1,U118N5,4,1,60,Vinohradská třída,,0.0006129437168254384
13,U118P13,U118N2,U118N5,1,1,,,,0.00014035668846605913
14,U118P14,U118S1E7,U118N2,1,1,,,,0.00018248287590612663
1,U689P1,U689S1E5,U689N9,2,1,31,,,14.937741192785051
2,U689P2,U689S1E4,U689N10,2,1,42,,,19.93006345374835
3,U689P3,U689N9,U689N14,1,1,16,,,17.381862788213425
4,U689P4,U689N10,U689N14,1,1,13,,,14.2967607750657
5,U689P5,U689S1E10,U689N11,2,1,53,,,25.282628542502497
6,U689P6,U689S1E10,U689N11,4,0,19,,,26.449156924892648
7,U689P7,U689N11,U689N14,1,1,21,,,23.34468317388472
8,U689P8,U689N13,U689N14,1,1,26,,,28.975128485997015
9,U689P9,U689N7,U689N13,1,1,15,,,17.20193327928777
10,U689P10,U689N12,U689N14,1,1,31,,,33.96301616491719
11,U689P11,U689N14,U689N15,1,1,23,,,26.054493638856435
12,U689P12,U689N15,U689N16,5,1,40,C,"Křižíkova ulice, BUS Terminál Florenc, Karlín, Sokolovská",1.744260864140285
13,U689P13,U689S1E6,U689N8,2,1,34,,,16.061437004427813
14,U689P14,U689N8,U689N13,1,1,19,,,21.23027457473987
15,U689P15,U689S1E8,U689N7,4,0,15,,,21.84742404299312
16,U689P16,U689S1E8,U689N7,2,1,47,,,22.514747973986296
17,U689P17,U689S1E9,U689N5,5,1,20,,,1.5505241015018822
18,U689P18,U689N5,U689N7,1,1,6,,,6.845451295236921
19,U689P19,U689N6,U689N7,1,1,55,,,61.07479901421659
20,U689P20,U689S1E1,U689N2,1,1,19,,,20.89813067725931
21,U689P21,U689S1E3,U689N4,1,1,37,,,41.525616866623956
22,U689P22,U689S1E3,U689N3,1,1,42,,,47.12424165180538
23,U689P23,U689N3,U689N6,2,1,18,,,8.345278381147555
24,U689P24,U689S1E11,U689N1,5,1,80,,,4.704724949787758
25,U689P25,U689N17,U689N18,1,1,36,,,39.94212562466569
26,U689P26,U689N17,U689N19,1,1,73,,,81.20738489468903
27,U689P27,U689N19,U689N20,1,1,25,,,27.827599073066086
28,U689P28,U689N18,U689N20,1,1,62,,,69.07126979460874
29,U689P29,U689N18,U689N21,4,0,14,,,20.398244339547205
30,U689P30,U689N21,U689N19,4,0,15,,,20.871487709870628
31,U689P31,U689N21,U689N22,1,1,51,,,56.51153378332411
32,U689P32,U689N22,U689N23,4,1,28,"přestup B, transfer B","přestup C, transfer C",39.310415580674515
33,U689P33,U689N23,U689N24,1,1,26,,,40.86693272157542
34,U689P34,U689N1,U689N24,1,1,42,,,46.552062289825756
35,U689P35,U689N24,U689N27,2,1,29,,,13.602682074586559
36,U689P36,U689N24,U689N26,2,1,24,,,11.455955101395936
37,U689P37,U689N24,U689N25,5,1,20,,,1.4767976727977483
38,U689P38,U689N25,U689B3,1,1,10,,,11.000021722490457
39,U689P39,U689N25,U689B8,1,1,9,,,9.86502000110077
40,U689P40,U689N2,U689N28,4,1,55,B,"Sokolovská ulice, Karlín, Palmovka, Staroměstská",79.28026420561753
41,U689P41,U689N4,U689N17,4,1,14,C,"Sokolovská ulice, Karlín, Palmovka, Staroměstská",19.812069192979745
42,U689P42,U689N12,U689N20,2,1,24,C,"Václavské náměstí, Národní muzeum, Wilsonova ulice",11.212448545454016
43,U689P43,U689B9,U689B10,1,1,18,,,20.008536611154923
44,U689P44,U689B8,U689B9,1,1,18,,,20.008628645003018
45,U689P45,U689B7,U689B8,1,1,18,,,20.008536611154923
46,U689P46,U689B6,U689B7,1,1,18,,,20.0085366108692
47,U689P47,U689N28,U689B6,1,1,28,,,31.366592094168052
48,U689P48,U689N28,U689B1,1,1,25,,,27.56964644406471
49,U689P49,U689B1,U689B2,1,1,18,,,20.008536611154923
50,U689P50,U689B2,U689B3,1,1,18,,,20.008536611154923
51,U689P51,U689B3,U689B4,1,1,18,,,20.008628648717334
52,U689P52,U689B4,U689B5,1,1,18,,,20.008536611154923
53,U689P53,U689N27,U689B4,1,1,10,,,11.608624606960632
54,U689P54,U689N26,U689B2,1,1,9,,,10.403897275322787
55,U689P55,U689N26,U689B7,1,1,8,,,8.880146654199399
56,U689P56,U689N27,U689B9,1,1,14,,,15.300165741000836
57,U689P57,U689N20,U689B20,1,1,10,,,11.506139805419586
58,U689P58,U689B19,U689B20,1,1,18,,,20.011329709978895
59,U689P59,U689B18,U689B19,1,1,18,,,20.011286555006656
60,U689P60,U689B17,U689B18,1,1,18,,,20.011329711586583
61,U689P61,U689B16,U689B17,1,1,18,,,20.011286555006656
62,U689P62,U689N17,U689B16,1,1,18,,,20.030074867984954
63,U689P63,U689N17,U689B11,1,1,17,,,18.53629370737343
64,U689P64,U689B11,U689B12,1,1,18,,,20.011286555006656
65,U689P65,U689B12,U689B13,1,1,18,,,20.01132971494711
66,U689P66,U689B13,U689B14,1,1,18,,,20.011286555006656
67,U689P67,U689B14,U689B15,1,1,18,,,20.011329709978895
68,U689P68,U689N16,U689B15,1,1,12,,,13.407306175711325
69,U689P69,U689N20,U689B15,1,1,11,,,12.706225200642828
70,U689P70,U689N16,U689B20,1,1,13,,,14.793455725480692
71,U689P71,U689N19,U689B14,1,1,5,,,5.9306443087355705
72,U689P72,U689N19,U689B19,1,1,6,,,7.158052158328272
73,U689P73,U689N18,U689B17,1,1,6,,,6.491869191256064
74,U689P74,U689N18,U689B12,1,1,5,,,5.680765299982596
1,U286P1,U286N2,U286N6,1,1,,"Spořilov, Vršovice",,0.00047759815744903843
2,U286P2,U286N2,U286N5,1,1,,"Modrá škola, Chodov",,0.0005464430436683722
3,U286P3,U286Z101P,U286N1,1,1,,,,0.0006905070601066452
4,U286P4,U286Z101P,U286Z102P,1,1,,,,9.219544456211698e-5
5,U286P5,U286Z102P,U286N1,1,1,,,,0.0007006425622181458
6,U286P6,U286Z101P,U286N3,1,1,,,,0.0007017834423788948
7,U286P7,U286Z102P,U286N3,1,1,,,,0.0006942621983617325
8,U286P8,U286N1,U286N2,2,1,,BUS Terminal,,0.0002334523505886718
9,U286P9,U286N5,U286S1E2,4,0,30,,,0.00026172504658939654
10,U286P10,U286S1E3,U286N6,4,0,30,,,0.0002209072203572542
11,U286P11,U286S1E3,U286N6,2,1,,,,0.0003173080836606737
12,U286P12,U286S1E2,U286N5,2,1,,,,0.00039208712965016555
13,U286P13,U286N3,U286N4,4,1,55,ulice Arkalycká,,0.000534602656153676
14,U286P14,U286N3,U286N4,5,1,70,ulice Arkalycká,,0.0005794849842995912
15,U286P15,U286S1E5,U286N4,1,1,,,"Lékárna, Bus DP",0.0005096076922591359
16,U286P16,U286S1E1,U286N4,1,1,,,"Sídliště Háje, Obchodní centrum",0.0005063595560302427
17,U286P17,U286N4,U286S1E4,1,1,,"Petrovice, H. Měcholupy",,0.0005103920062269997
1,U115P1,U115Z101P,U115Z102P,1,1,,,,0.00014560219777717018
2,U115P2,U115Z101P,U115N1,1,1,,E4 - E6 ulice Partyzánská,,0.0005467174772650207
3,U115P3,U115Z102P,U115N1,1,1,,E4 - E6 ulice Partyzánská,,0.00048010415533696266
4,U115P4,U115Z102P,U115N3,1,1,,"E1 - E3, ullice Plynární, P+R",,0.0005597320787646838
5,U115P5,U115Z101P,U115N3,1,1,,"E1 - E3, ullice Plynární, P+R",,0.0004964876635004374
6,U115P6,U115N4,U115S1E1,1,1,,,E1 ,0.00018439088916739272
7,U115P7,U115N4,U115S1E2,1,1,,,E2 TRAM,0.00017204650539546246
8,U115P8,U115S1E3,U115N4,1,1,,,E3 ulice Argentinská,0.0003298484500438188
9,U115P9,U115N2,U115N5,1,1,,,,0.00020099751242965585
10,U115P10,U115S1E8,U115N5,1,1,,,"E6 ulice Partyzánská, Trojský most",0.0003101612483977287
11,U115P11,U115S1E7,U115N5,1,1,,,E5 Praha - Holešovice,0.0005360037313280988
12,U115P12,U115S1E6,U115N5,1,1,,,BUS Terminal - AN Holešovice,0.0008528774824222657
13,U115P13,U115S1E5,U115N5,1,1,,,E4 ulice Vrbenského,0.0008000624975850241
14,U115P14,U115N1,U115N2,5,1,,,,0.00023232706145323234
15,U115P15,U115N3,U115N4,4,1,25,,,0.0001486606874611046
16,U115P16,U115N1,U115N2,2,1,,,,0.00017204650534920706
17,U115P17,U115N3,U115N4,2,1,,,,0.0002055634917994504
1,U1154P1,U1154Z102P,U1154N3,1,1,,,,0.000760591874748562
2,U1154P2,U1154Z101P,U1154N3,1,1,,,,0.0007595393340498544
3,U1154P3,U1154S1E1,U1154N4,1,1,,,"Petržílkova ulice, Poliklinika LÍPA",0.0001131370849855645
4,U1154P4,U1154S1E2,U1154N4,1,1,,,"Slunečné náměstí, Petržílkova ulice",0.0003899999999816828
5,U1154P5,U1154S1E4,U1154N4,1,1,,,"Slunečné náměstí, sídliště Nové Butovice",6.708203930815472e-5
6,U1154P6,U1154N1,U1154N4,1,1,,,,6.40312423813367e-5
7,U1154P7,U1154N1,U1154N2,5,1,50,,,2.0000000006348273e-5
8,U1154P8,U1154N3,U1154N4,2,1,,"Sluneční náměstí, Poliklinika Lípa",,0.0001403566885227581
10,U1154P9,U1154N2,U1154N3,1,1,,,"Výtah, Lift",8.602325265808374e-5
1,U190P1,U190Z102P,U190N3,1,1,,E5 ,E1 - E5 náměstí I.P.Pavlova,0.00021023796044516605
2,U190P2,U190Z101P,U190N3,1,1,,E5 ,E1 - E5 náměstí I.P.Pavlova,0.00019235384064526255
3,U190P3,U190Z101P,U190Z102P,1,1,,,,0.00011999999998124622
4,U190P4,U190N2,U190N4,1,1,,,,0.00011045361018120029
5,U190P5,U190Z102P,U190N1,1,1,,E1-E4 náměstí I.P.Pavlova,,0.000470106370891433
6,U190P6,U190Z101P,U190N1,1,1,,E1-E4 náměstí I.P.Pavlova,,0.0004876474135497677
7,U190P7,U190N5,U190N6,1,1,,,,0.00015297058542289475
8,U190P8,U190N1,U190N5,4,1,,,,0.00042011903077102044
9,U190P9,U190S1E4,U190N6,2,1,,,"E4 ulice Ječná, Sokolská",0.0003601388621088413
10,U190P10,U190S1E1,U190N6,2,1,,,"E1 ulice Lublaňská, Tylovo náměstí",0.0003628009113450937
11,U190P11,U190S1E2,U190N6,2,1,,,"E2 ulice Jugoslávská, Tylovo náměstí",0.0003162277660453111
12,U190P12,U190S1E3,U190N6,2,1,,,"E3 náměstí I.P.Pavlova, ulice Bělehradská",0.0002906888370684899
13,U190P13,U190S1E3,U190N6,4,0,,,,0.00030894941409940525
14,U190P14,U190N3,U190N4,5,1,,,,3.162277657577036e-5
15,U190P15,U190S1E5,U190N2,5,1,,,,3.000000003794412e-5
16,U190P16,U190N6,U190S1E1,4,0,,"E1 ulice Lublaňská, Tylovo náměstí",,0.0003512833614339817
1,U685P1,U685Z101P,U685Z102P,1,1,,,,8.062257748389924e-5
2,U685P2,U685Z102P,U685N1,1,1,,,,0.000733757453112714
3,U685P3,U685Z101P,U685N1,1,1,,,,0.0007550496672516819
4,U685P4,U685S1E1,U685N2,1,1,,,Malvazinky,0.00014142135628219857
5,U685P5,U685S1E2,U685N2,1,1,,,Stará Stodůlecká,0.00019235384063935224
6,U685P6,U685N1,U685N2,4,1,50,"ulice Radlická, V Zářezu",,0.00035902646138308286
1,U209P1,U209Z101P,U209Z102P,1,1,,,,7.810249672199389e-5
2,U209P2,U209Z102P,U209N1,1,1,,,,0.0006868041933236241
3,U209P3,U209Z101P,U209N1,1,1,,,,0.0007218032972771223
4,U209P4,U209N1,U209N2,4,1,80,E1 - E5 náměstí Jiřího z Poděbrad,,0.0007102112361743099
5,U209P5,U209N3,U209S1E1,4,0,30,"E1 náměstí Jiřího z Poděbrad, ulice Slavíkova",,0.0003585749245314774
6,U209P6,U209S1E1,U209N3,2,1,,,"E1 náměstí Jiřího z Poděbrad, ulice Slavíkova",0.00030870698076762934
7,U209P7,U209S1E2,U209N6,2,1,,,"E2 ulice Vinohradská, ulice Mánesova",0.0003901281840436648
8,U209P8,U209S1E3,U209N4,2,1,,,"E3 sady Svatopluka Čecha, ulice Šumavská",0.0003124099870553708
9,U209P9,U209S1E4,U209N4,2,1,,,"E4 ulice Vinohradská, ulice Slezská",0.0002720294101816497
10,U209P10,U209S1E5,U209N5,4,0,30,,,0.00033484479445944554
11,U209P11,U209S1E5,U209N5,2,1,,,,0.0003106444913536959
12,U209P12,U209N2,U209N3,1,1,,,,0.00026476404592032626
13,U209P13,U209N3,U209N4,1,1,,"E2 - E5 náměstí Jiřího z Poděbrad, ulice Vinohradská, ulice Korunní",,0.00016552945358723538
14,U209P14,U209N4,U209N5,1,1,,,"E5 náměstí Jiřího z Poděbrad, ulice Vinohradská",0.00016124515496074795
15,U209P15,U209N4,U209N6,1,1,,,,0.0002000000000066393
1,U228P1,U228Z101P,U228Z102P,1,1,,,,6.082762531761722e-5
2,U228P2,U228Z101P,U228N1,1,1,,"Nemocnice Krč, IKEM, ulice Michelská",,0.0006923149572179232
